attribute,entity_id,name,row_num,sheet,value
,1443,渴望战斗,70,祈祷与魔法,-1
,1444,渴望魔法,71,祈祷与魔法,-1
,1444,渴望丰饶,72,祈祷与魔法,-1
,1445,专注于研究,73,祈祷与魔法,-1
,1445,专注于魔法,74,祈祷与魔法,-1
,1446,专注于研究,75,祈祷与魔法,-1
,1446,专注于发展,76,祈祷与魔法,-1
,1447,专注于发展,77,祈祷与魔法,-1
,1447,专注于魔法,78,祈祷与魔法,-1
防御,1468,武僧,126,祈祷与魔法,3
防御,1468,圣职者,127,祈祷与魔法,3
上限,1473,黄金,140,祈祷与魔法,20000
防御,1477,武僧,148,祈祷与魔法,4
防御,1477,神圣魔像,149,祈祷与魔法,8
攻击,1477,战斗天使,150,祈祷与魔法,8
防御,1477,战斗天使,151,祈祷与魔法,6
攻击,1477,炽天使,152,祈祷与魔法,120
防御,1477,炽天使,153,祈祷与魔法,80
攻击,1484,武僧,167,祈祷与魔法,5
攻击,1484,圣职者,168,祈祷与魔法,5
,1490,放逐德鲁伊,182,祈祷与魔法,-1
,1491,接受德鲁伊,184,祈祷与魔法,-1
,1495,增量之力,193,祈祷与魔法,-1
,1496,保护之力,196,祈祷与魔法,-1
,1511,重建堡垒,231,祈祷与魔法,-1
,1512,召唤尼哈鲁尔,233,祈祷与魔法,-1
,1520,法力工厂,249,祈祷与魔法,-1
,1521,黄金工厂,251,祈祷与魔法,-1
,1522,法力,253,祈祷与魔法,125
,1522,法力,254,祈祷与魔法,0.15
,1522,泽尼克斯的铸金使,255,祈祷与魔法,-1
,1523,黄金,256,祈祷与魔法,50
,1523,黄金,257,祈祷与魔法,0.15
,1523,泽尼克斯的大法师,258,祈祷与魔法,-1
,1524,原料,259,祈祷与魔法,0.3
,1524,钢,260,祈祷与魔法,0.3
,1524,补给,261,祈祷与魔法,0.3
,1524,水晶,262,祈祷与魔法,0.3
,1524,硝石,263,祈祷与魔法,0.3
,1524,钠红石,264,祈祷与魔法,0.3
,1524,泽尼克斯的训战官,265,祈祷与魔法,-1
攻击,1525,机枪手,266,祈祷与魔法,40
防御,1525,机枪手,267,祈祷与魔法,15
攻击,1525,步枪手,268,祈祷与魔法,22
防御,1525,步枪手,269,祈祷与魔法,22
攻击,1525,钢铁骑士,270,祈祷与魔法,35
防御,1525,钢铁骑士,271,祈祷与魔法,25
,1525,泽尼克斯的统御者,272,祈祷与魔法,-1
,1526,法力,273,祈祷与魔法,-2
,1526,黄金,274,祈祷与魔法,1
,1526,信念,275,祈祷与魔法,1
,1527,法力,276,祈祷与魔法,-2
,1527,黄金,277,祈祷与魔法,0.01
,1527,食物,278,祈祷与魔法,0.01
,1528,法力,279,祈祷与魔法,-5
,1528,黄金,280,祈祷与魔法,0.02
,1528,研究点,281,祈祷与魔法,0.02
,1529,法力,282,祈祷与魔法,-5
,1529,食物,283,祈祷与魔法,2
攻击,1529,弓箭手,284,祈祷与魔法,2
攻击,1529,弩手,285,祈祷与魔法,2
,1530,法力,286,祈祷与魔法,-5
攻击,1530,战士,287,祈祷与魔法,2
防御,1530,长矛兵,288,祈祷与魔法,2
攻击,1530,重装战士,289,祈祷与魔法,2
,1531,法力,290,祈祷与魔法,-5
,1531,幸运石,291,祈祷与魔法,0.05
,1532,法力,292,祈祷与魔法,-5
防御,1532,城市,293,祈祷与魔法,80
,1533,法力,294,祈祷与魔法,-5
,1533,木材,295,祈祷与魔法,0.05
,1533,石头,296,祈祷与魔法,0.05
,1534,法力,297,祈祷与魔法,-5
,1534,铜,298,祈祷与魔法,0.05
,1534,铁,299,祈祷与魔法,0.05
,1534,工具,300,祈祷与魔法,0.05
,1535,法力,301,祈祷与魔法,-5
攻击,1535,指挥官,302,祈祷与魔法,10
防御,1535,指挥官,303,祈祷与魔法,20
,1536,法力,304,祈祷与魔法,-25
防御,1536,轻骑兵,305,祈祷与魔法,7
防御,1536,骑士,306,祈祷与魔法,7
防御,1536,指挥官,307,祈祷与魔法,12
,1537,法力,308,祈祷与魔法,-5
,1537,食物,309,祈祷与魔法,3
,1537,木材,310,祈祷与魔法,2
,1537,石头,311,祈祷与魔法,2
,1537,铜,312,祈祷与魔法,1.5
,1537,铁,313,祈祷与魔法,1
,1538,法力,314,祈祷与魔法,-5
,1538,信念,315,祈祷与魔法,1
,1538,信念,316,祈祷与魔法,0.03
,1539,法力,317,祈祷与魔法,-5
,1539,奶牛,318,祈祷与魔法,0.05
,1539,马,319,祈祷与魔法,0.05
,1540,法力,320,祈祷与魔法,-5
攻击,1540,轻骑兵,321,祈祷与魔法,2
防御,1540,轻骑兵,322,祈祷与魔法,2
,1541,法力,323,祈祷与魔法,-7
,1541,木材,324,祈祷与魔法,3.5
,1542,法力,325,祈祷与魔法,10
,1542,法力,326,祈祷与魔法,0.02
,1543,法力,327,祈祷与魔法,-7
,1543,石头,328,祈祷与魔法,3.5
,1544,法力,329,祈祷与魔法,-7
,1544,工具,330,祈祷与魔法,2
,1545,法力,331,祈祷与魔法,-7
,1545,铜,332,祈祷与魔法,1.5
,1545,铁,333,祈祷与魔法,1.5
,1546,法力,334,祈祷与魔法,-10
,1546,研究点,335,祈祷与魔法,5
,1546,木材,336,祈祷与魔法,2.5
,1547,法力,337,祈祷与魔法,-10
攻击,1547,武僧,338,祈祷与魔法,5
攻击,1547,神圣魔像,339,祈祷与魔法,5
防御,1547,圣职者,340,祈祷与魔法,5
,1548,法力,341,祈祷与魔法,-10
,1548,原料,342,祈祷与魔法,1
,1548,钢,343,祈祷与魔法,1
,1548,原料,344,祈祷与魔法,0.03
,1548,钢,345,祈祷与魔法,0.03
,1549,法力,346,祈祷与魔法,-10
防御,1549,城市,347,祈祷与魔法,200
,1550,法力,348,祈祷与魔法,-10
,1550,水晶,349,祈祷与魔法,0.6
,1550,水晶,350,祈祷与魔法,0.1
,1551,法力,351,祈祷与魔法,-10
攻击,1551,超重装战士,352,祈祷与魔法,5
攻击,1551,圣职者,353,祈祷与魔法,5
,1552,法力,354,祈祷与魔法,-20
,1552,黄金,355,祈祷与魔法,10
攻击,1552,将军,356,祈祷与魔法,25
防御,1552,将军,357,祈祷与魔法,25
,1553,法力,358,祈祷与魔法,-20
,1553,食物,359,祈祷与魔法,5
攻击,1553,火绳枪兵,360,祈祷与魔法,5
防御,1553,火绳枪兵,361,祈祷与魔法,5
,1554,法力,362,祈祷与魔法,-20
攻击,1554,战士,363,祈祷与魔法,5
防御,1554,战士,364,祈祷与魔法,5
攻击,1554,重装战士,365,祈祷与魔法,5
防御,1554,重装战士,366,祈祷与魔法,5
,1555,法力,367,祈祷与魔法,-20
,1555,木材,368,祈祷与魔法,0.12
,1555,石头,369,祈祷与魔法,0.12
,1556,法力,370,祈祷与魔法,-20
,1556,食物,371,祈祷与魔法,5
,1556,木材,372,祈祷与魔法,5
,1556,石头,373,祈祷与魔法,5
攻击,1556,长矛兵,374,祈祷与魔法,3
防御,1556,长矛兵,375,祈祷与魔法,3
,1557,法力,376,祈祷与魔法,-20
,1557,铜,377,祈祷与魔法,0.12
,1557,铁,378,祈祷与魔法,0.12
,1557,工具,379,祈祷与魔法,0.12
,1558,法力,380,祈祷与魔法,-20
攻击,1558,骑士,381,祈祷与魔法,5
防御,1558,骑士,382,祈祷与魔法,5
攻击,1558,重骑兵,383,祈祷与魔法,5
防御,1558,重骑兵,384,祈祷与魔法,5
,1559,法力,385,祈祷与魔法,-20
防御,1559,圣职者,386,祈祷与魔法,5
防御,1559,持盾卫士,387,祈祷与魔法,5
防御,1559,主宰,388,祈祷与魔法,5
防御,1559,武僧,389,祈祷与魔法,5
,1560,法力,390,祈祷与魔法,-20
攻击,1560,战士,391,祈祷与魔法,5
攻击,1560,重装战士,392,祈祷与魔法,5
攻击,1560,轻骑兵,393,祈祷与魔法,5
攻击,1560,超重装战士,394,祈祷与魔法,5
,1561,法力,395,祈祷与魔法,-25
,1561,食物,396,祈祷与魔法,4
,1561,木材,397,祈祷与魔法,4
,1561,石头,398,祈祷与魔法,4
,1562,法力,399,祈祷与魔法,-25
,1562,研究点,400,祈祷与魔法,5
,1562,研究点,401,祈祷与魔法,0.03
,1563,法力,402,祈祷与魔法,-25
攻击,1563,法师,403,祈祷与魔法,12
防御,1563,法师,404,祈祷与魔法,12
,1564,法力,405,祈祷与魔法,-30
防御,1564,牧师,406,祈祷与魔法,5
防御,1564,持盾卫士,407,祈祷与魔法,5
防御,1564,主宰,408,祈祷与魔法,10
防御,1564,指挥官,409,祈祷与魔法,10
,1565,法力,410,祈祷与魔法,35
,1565,法力,411,祈祷与魔法,0.03
,1566,法力,412,祈祷与魔法,-40
,1566,食物,413,祈祷与魔法,10
,1566,黄金,414,祈祷与魔法,10
,1566,钠红石,415,祈祷与魔法,0.15
,1567,法力,416,祈祷与魔法,-40
,1567,硝石,417,祈祷与魔法,1
,1567,钠红石,418,祈祷与魔法,0.1
攻击,1567,城市,419,祈祷与魔法,50
防御,1567,城市,420,祈祷与魔法,50
,1568,法力,421,祈祷与魔法,-50
防御,1568,城市,422,祈祷与魔法,500
,1569,法力,423,祈祷与魔法,-50
,1569,原料,424,祈祷与魔法,0.15
,1569,钢,425,祈祷与魔法,0.15
,1569,补给,426,祈祷与魔法,0.15
,1569,水晶,427,祈祷与魔法,0.15
,1569,硝石,428,祈祷与魔法,0.15
,1569,钠红石,429,祈祷与魔法,0.15
,1570,法力,430,祈祷与魔法,-50
,1570,黄金,431,祈祷与魔法,15
,1570,黄金,432,祈祷与魔法,0.03
,1571,法力,433,祈祷与魔法,-60
防御,1571,线列步兵,434,祈祷与魔法,15
防御,1571,重骑兵,435,祈祷与魔法,15
防御,1571,将军,436,祈祷与魔法,25
,1572,法力,437,祈祷与魔法,-75
,1572,原料,438,祈祷与魔法,7
,1572,钢,439,祈祷与魔法,7
,1572,补给,440,祈祷与魔法,7
,1572,水晶,441,祈祷与魔法,7
,1572,硝石,442,祈祷与魔法,7
,1573,法力,443,祈祷与魔法,-75
攻击,1573,法师,444,祈祷与魔法,24
防御,1573,法师,445,祈祷与魔法,12
攻击,1573,大法师,446,祈祷与魔法,120
防御,1573,大法师,447,祈祷与魔法,80
,1574,法力,448,祈祷与魔法,100
,1574,法力,449,祈祷与魔法,0.07000000000000001
,1575,法力,450,祈祷与魔法,-200
,1575,研究点,451,祈祷与魔法,0.25
,1575,黄金,452,祈祷与魔法,0.25
,1575,木材,453,祈祷与魔法,0.25
,1575,石头,454,祈祷与魔法,0.25
,1575,信念,455,祈祷与魔法,0.25
,1575,钠红石,456,祈祷与魔法,0.25
,1576,法力,457,祈祷与魔法,-200
攻击,1576,机枪手,458,祈祷与魔法,25
防御,1576,机枪手,459,祈祷与魔法,15
攻击,1576,步枪手,460,祈祷与魔法,20
防御,1576,步枪手,461,祈祷与魔法,20
,1577,法力,462,祈祷与魔法,-220
防御,1577,城市,463,祈祷与魔法,2500
,1578,法力,464,祈祷与魔法,-240
攻击,1578,法师,465,祈祷与魔法,36
攻击,1578,大法师,466,祈祷与魔法,120
防御,1578,大法师,467,祈祷与魔法,80
,1579,法力,468,祈祷与魔法,-250
,1579,辉烬,469,祈祷与魔法,0.5
,1579,辉烬,470,祈祷与魔法,0.2
,1580,法力,471,祈祷与魔法,-250
,1580,黄金,472,祈祷与魔法,75
,1580,黄金,473,祈祷与魔法,0.15
,1581,产出,2,人口,
,1583,食物,5,人口,1.6
,1584,食物,6,人口,3.4
,1585,木材,7,人口,0.7
,1586,石头,8,人口,0.6
,1587,铜,9,人口,0.5
,1587,铁,10,人口,0.3
,1588,黄金,11,人口,0.5
,1588,工具,12,人口,0.3
,1589,黄金,13,人口,3
,1590,黄金,14,人口,6
,1591,奶牛,15,人口,0.2
,1591,马,16,人口,0.1
,1592,原料,17,人口,0.3
,1592,木材,18,人口,-3
,1592,石头,19,人口,-1.5
,1592,工具,20,人口,-0.5
,1593,钢,21,人口,0.4
,1593,铜,22,人口,-1
,1593,铁,23,人口,-0.5
,1594,水晶,24,人口,0.06
,1594,研究点,25,人口,1
,1595,研究点,26,人口,3
,1596,补给,27,人口,0.4
,1596,食物,28,人口,-2
,1596,奶牛,29,人口,-0.2
,1597,信念,30,人口,3
,1597,法力,31,人口,3
,1598,铜,32,人口,1
,1598,铁,33,人口,1
,1598,法力,34,人口,3
,1599,硝石,35,人口,0.7
,1600,钠红石,36,人口,1
,1600,法力,37,人口,-5
,1600,硝石,38,人口,-0.5
,1601,食物,39,人口,1.5
,1601,补给,40,人口,0.2
,1601,黄金,41,人口,-3
,1602,辉烬,42,人口,0.4
,1602,钢,43,人口,-20
,1602,法力,44,人口,-15
,1602,水晶,45,人口,-10
